1.9422,1.7744,1.3278,5.1081,5.0103,4.9965,1.8186,1.8517,1.9567,4.5817,4.8985,5.0437,0.78408,1.6586,1.8138,3.3557,4.8061,4.9713,0.47817,1.7018,1.9217,3.3796,4.6618,4.9091,5.7806,1.2422,1.4619,1.7941,4.4648,4.595,5.2843,0.96525,1.1245,1.4476,2.5924,3.1991,3.4585,3.9341,4.8207,5.3272,5.5856,5.9787,0.43026,0.81135,0.87956,0.97946,1.5631,2.306,2.2864,1.4815,0.40061,6.2713,6.141,0.23129,0.50534,0.43595,0.28034,0.073013,6.1157,6.0295,6.1267,5.993,5.452,4.6865,4.1506,3.7269,3.2717,2.9103,2.7638,2.6386,2.3165,1.8187,1.3475,0.90174,0.32152,5.9141,5.4198,5.0413,4.0619,3.1755,3.0597,1.4532,0.60706,0.27174,5.8265,4.8769,4.2757,3.6421,2.7175,1.95,1.345,0.46928,5.7944,5.2229,4.5304,3.1129,2.6278,2.9096,4.7214,5.1055,1.4822,1.5349,1.3265,5.4271,4.9232,4.7102,3.163
1.6758,1.8661,2.9942,4.6819,4.8409,5.1968,1.2532,1.4678,1.6414,3.7074,4.3153,4.4424,5.151,0.91864,1.0064,0.83784,4.4449,4.3088,2.1445,1.6212,1.8649,3.2776,4.2487,4.6425,5.4228,0.41366,0.91462,1.373,3.266,3.9406,4.5494,0.12038,0.47861,0.75552,1.3958,2.0981,2.4757,2.8234,3.3666,3.9754,4.3174,4.4703,4.6461,5.1445,5.5567,5.5753,4.327,3.1187,3.1649,3.5245,4.1076,4.2691,4.0368,3.8351,3.966,5.1797,6.033,0.11939,0.86216,1.0375,0.63542,0.44169,0.33633,0.13692,5.8531,5.5116,5.6004,5.4506,4.318,3.7023,3.4101,2.8931,2.1925,1.8709,1.7454,1.4674,0.89136,0.56695,0.37623,6.2275,5.3788,4.9559,4.8364,4.5128,3.2267,3.3778,3.6351,3.4964,1.6153,1.3756,1.2843,5.5096,4.9408,4.9891,1.2304,1.8458,2.1202,4.1837,4.9239,5.3108,1.1479,1.7552,2.1031,4.2953,4.8744,5.1357,0.90928
1.317,1.4857,4.3762,4.1485,3.714,2.5553,0.5831,0.388,0.52241,2.6966,3.2599,3.584,4.7479,6.0606,0.20086,0.92535,2.672,3.1403,3.3074,0.55237,1.0403,2.9506,3.6865,4.2486,5.265,6.1933,0.4828,1.245,2.3638,3.0439,3.7779,5.1605,5.8238,0.06962,0.79459,1.4295,1.9024,2.3851,2.9289,3.4057,3.7425,4.0057,4.2855,4.5877,4.831,4.9768,4.9317,4.1481,3.7505,3.9192,4.0314,3.9602,3.8068,3.7731,3.9005,4.0644,4.0333,3.5261,2.933,2.4732,1.4913,0.94084,0.8774,0.82957,0.54821,0.11396,6.112,5.8647,5.4049,4.7693,4.3762,4.0599,3.5017,2.9015,2.5507,2.1724,1.5315,0.93964,0.54953,0.044319,5.531,4.987,4.6065,3.8046,2.8876,2.5215,1.9257,0.55637,0.12489,5.9974,4.5642,3.9496,3.6519,2.479,1.4444,1.2154,0.61795,5.0462,4.9079,4.9826,1.805,2.0451,2.6245,4.2424,4.9616,6.1482,1.0556
4.8685,4.9655,5.1273,1.8269,1.9485,2.1187,4.9007,5.1373,5.3,1.5842,2.0172,2.1465,4.8015,5.2654,5.3551,2.194,2.334,2.5165,5.0493,5.4887,5.784,1.3271,2.1333,2.429,3.8411,5.0608,5.3413,0.22026,1.6898,1.9606,2.6428,4.0808,4.4688,4.8544,5.9065,0.40758,0.77802,1.364,2.3243,2.8149,3.1043,3.589,4.2679,4.6032,4.756,4.9988,5.566,6.001,5.9069,5.2281,4.151,3.5714,3.4544,3.7546,4.0026,3.9828,3.808,3.5666,3.3699,3.3148,3.2893,2.9558,2.3099,1.6872,1.1036,0.55034,0.10765,6.0509,5.7456,5.4319,5.1038,4.7345,4.284,3.7666,3.2389,2.7013,2.1225,1.5372,0.97702,0.37203,5.9858,5.3237,4.5675,3.7126,2.9483,2.1536,1.3123,0.58074,6.1172,5.2769,4.5354,3.8247,2.9466,2.1515,1.5102,0.60346,5.9333,5.4591,4.844,3.0875,3.0971,3.8727,4.7476,0.52874,1.427,1.6284,1.9823
4.7841,4.8456,5.1867,1.656,1.7112,1.8409,4.676,4.7756,4.8428,1.2107,1.4975,1.4904,1.199,4.6139,4.4212,3.494,2.0639,1.6317,5.5405,5.2752,5.4545,0.88653,1.629,1.9155,2.7573,4.1457,4.5155,4.9519,0.70993,1.148,1.5632,3.3599,3.7881,3.9992,4.6077,5.4882,5.8354,6.0738,0.29235,1.0786,1.3855,1.3154,0.90359,5.9349,4.2384,0.98904,0.43722,0.24517,0.20042,0.36547,0.90363,1.2089,1.0228,0.71717,0.44405,3.7941,3.5621,3.5927,3.9234,4.1784,3.9557,3.7032,3.4625,3.0972,2.4949,2.1077,2.1377,1.9453,0.8946,0.40015,0.011637,5.6586,4.9891,4.5783,4.2185,3.6602,3.1637,3.0189,2.8817,2.2508,1.459,1.1393,0.77775,4.8061,4.3787,1.5639,1.1869,0.83699,5.877,4.9813,4.5951,3.7036,2.4278,2.0744,1.6541,5.8683,5.697,6.0653,1.6521,2.615,3.8268,4.515,4.9813,1.1903,1.5253,1.6569,4.5196
4.9101,4.624,2.89,1.7773,1.4955,0.97988,4.8366,4.5425,4.3817,1.4583,1.2065,1.159,1.3419,4.14,4.1217,3.9304,1.2035,1.0018,6.0908,4.8159,4.8999,0.46459,1.2882,1.6203,2.5114,3.7577,4.1987,4.7143,6.1606,0.50851,0.85036,2.2298,3.0955,3.3886,3.9803,4.8649,5.3459,5.7013,6.2054,0.51983,0.85675,0.9847,1.1223,1.4752,1.8659,1.9579,1.6048,0.80571,0.57003,0.81071,1.1015,1.0801,0.8755,0.74344,0.78163,0.99387,1.1464,0.7292,0.1307,5.826,4.638,4.0618,3.8885,3.7382,3.4367,3.1453,2.9833,2.7446,2.2132,1.5604,1.1357,0.71681,0.035988,5.7805,5.5202,5.1529,4.4593,3.9326,3.5492,2.9104,2.05,1.535,1.0192,6.2222,5.5423,5.2448,4.2317,3.1255,3.1191,3.1683,0.83518,0.82318,0.88897,5.8136,4.5277,4.4907,4.054,1.6555,1.5772,1.2893,4.9104,4.7967,4.4685,1.9225,1.7121,1.3963,5.3322
0.46073,2.1368,2.7629,3.6663,5.2536,5.777,0.27404,2.1545,2.5472,2.8583,5.708,5.7732,4.5001,3.4412,3.6226,6.1752,0.30708,0.77192,2.3155,3.1595,3.6488,4.8809,6.0211,0.23567,1.3731,2.7214,3.1902,4.0349,5.2728,5.7317,6.2113,0.91869,1.6708,2.1562,2.932,3.9413,4.5529,5.1449,5.9356,0.23718,0.57951,0.92274,1.3737,1.7798,2.0547,2.2839,2.5539,2.8283,2.8382,2.4648,1.8573,1.1677,0.83315,0.85616,1.0164,1.0976,0.99437,0.76742,0.56901,0.44038,0.23963,5.8619,5.1801,4.7436,4.1403,3.6032,3.2584,2.9225,2.4848,2.0462,1.7076,1.3603,0.88716,0.38328,6.2265,5.7279,5.0913,4.4946,3.9572,3.2733,2.515,1.9083,1.2038,0.3078,5.9185,5.2419,4.3333,3.6219,2.9925,2.1173,1.3327,0.72068,6.1545,5.2558,4.6513,3.8502,2.7673,2.1787,1.5171,0.076146,5.8201,5.4978,3.204,2.9348,3.1448,5.5506,6.0546
1.4132,1.6775,2.6368,4.6027,4.8327,5.175,1.3025,1.6158,1.7935,3.7818,4.6029,4.662,4.6426,1.421,1.1983,0.56063,5.8037,4.6845,2.692,2.5414,2.7845,4.4341,5.0632,5.3621,6.2079,1.2183,1.622,2.1176,3.9228,4.4723,4.9339,0.15523,0.75649,1.0125,1.5535,2.4408,2.8118,2.9817,3.3222,4.2377,4.6085,3.9647,2.8131,2.5463,2.6376,3.0857,3.4162,3.4698,3.4705,3.5615,3.8548,4.157,4.08,3.6793,2.9759,1.6966,1.0712,0.96652,1.0997,1.1815,0.98795,0.68892,0.39802,0.029726,5.6808,4.9975,4.5858,3.9276,3.2185,2.9401,2.6042,2.0354,1.4383,0.98338,0.50771,6.1614,5.6033,5.2196,4.7476,4.0165,3.4886,3.0649,2.1424,1.1362,0.56263,5.6974,4.5717,4.0094,3.0316,1.9722,1.4367,0.67751,5.7809,5.2252,4.7122,3.3251,2.6694,2.4847,1.3871,6.193,0.12808,0.75118,2.4732,3.7833,4.3347,4.8133,0.70348
1.7009,1.4987,6.26,4.913,4.7397,4.4646,1.7069,1.5684,1.5199,4.5556,4.571,4.5759,5.2085,1.2666,1.2584,1.0257,4.5812,4.3996,3.1189,1.8852,1.9413,3.9745,4.6933,4.9894,5.9232,0.90513,1.3028,1.8106,3.3117,3.8778,4.1646,5.5269,0.13594,0.35468,0.87335,1.8689,2.331,2.6111,3.0623,3.7193,4.031,4.0328,3.9981,4.2223,4.6774,4.7495,4.3777,3.9396,3.8162,4.0207,4.3194,4.3215,4.0993,3.9077,3.857,3.9711,4.0845,3.6959,3.2306,2.7377,1.7515,1.053,0.77735,0.54701,0.18771,6.2138,6.115,5.8933,5.3078,4.5829,4.1061,3.5441,2.5967,2.0377,1.7454,1.1565,0.42996,0.13585,6.0623,5.2462,4.5179,4.0637,3.3632,2.3466,1.8116,1.3085,6.096,5.5076,5.6603,1.7312,1.9669,4.594,5.079,5.2113,0.41714,2.1298,2.5762,3.8283,4.6822,5.9789,1.2148,1.3657,1.1089,4.8149,4.6784,4.4255,2.1265
2.4898,0.55677,6.035,5.6926,4.3248,2.9438,2.43,1.6676,0.055082,5.2097,4.7978,4.6553,1.3619,1.418,1.6859,3.5604,4.2319,4.589,5.914,0.7847,1.1762,2.2563,3.7942,4.1853,5.1721,0.47925,0.79509,1.2944,2.8148,3.1899,3.3505,4.1098,5.3061,5.6682,6.1907,1.2496,1.8938,2.2943,2.9771,3.6802,3.9537,4.109,4.4159,4.8998,5.2409,5.3873,5.4276,5.4282,5.478,5.4744,5.2423,4.7277,4.2538,4.1073,4.1973,4.3414,4.2989,4.0725,3.8509,3.6765,3.4213,2.6918,2.0312,1.7625,0.95266,0.40253,0.13649,6.0704,5.523,5.0012,4.6354,4.2434,3.6775,3.1878,2.8301,2.3089,1.5665,0.98586,0.42591,5.9065,5.1638,4.5863,3.8313,2.9898,2.4104,1.7636,0.84835,0.23673,6.0121,5.0893,4.3205,3.8692,3.0395,1.9934,1.4986,0.77809,5.7488,5.1935,4.5758,3.0155,2.428,1.9229,0.1185,5.8107,5.4163,3.4318,2.8148
