3.1279,3.3793,3.8072,4.6443,5.5488,6.0695,0.17609,0.60831,1.1748,1.7759,2.22,2.519,2.7582,3.0131,3.3224,3.6187,3.8137,3.9221,3.9736,1.1255,1.0982,1.1967,1.3154,1.4086,1.3813,1.1325,0.77171,0.50373,0.31041,0.10225,6.0359,4.9719,3.3667,2.7395,2.3294,2.0268,1.7857,1.5643,1.3265,1.0683,1.0114,1.814,2.0359,1.9213,1.7387,1.4812,1.0442,0.36499,6.1224,5.8977,5.8372,5.8627,3.1096,2.9542
3.6634,3.5042,3.504,3.8112,5.8523,6.2288,0.10227,0.33385,0.854,1.6465,2.1157,2.3586,2.5788,2.9053,3.3772,3.7989,4.0434,4.1735,4.2665,4.4626,0.22082,0.65042,0.45836,0.058574,0.23935,0.48012,0.55619,0.55471,0.52087,0.50085,0.80698,2.5672,2.6359,2.4684,2.2622,2.0642,1.9102,1.9024,2.5482,3.2514,3.1939,2.9366,2.6214,2.3067,2.0228,1.7664,1.4922,1.1177,0.63604,0.23298,6.2563,6.0362,5.6208,4.3458
4.452,3.6205,2.9161,2.4336,1.895,0.4968,5.9817,5.8488,6.0831,1.0628,1.8372,2.1288,2.4371,2.9254,3.5427,3.9943,4.2579,4.4288,4.5589,4.6411,4.6166,4.5855,4.6211,4.7114,4.9006,5.4031,0.098029,0.63375,0.91426,1.3298,1.9379,2.2112,2.2148,2.1231,1.9982,1.8682,2.1706,4.2996,4.0283,3.6843,3.3589,3.0779,2.8225,2.5587,2.2706,2.0013,1.7961,1.6077,1.3441,0.92652,0.35576,6.0642,5.569,5.0797
5.5368,0.25689,1.5515,1.9136,2.2451,2.8599,3.8357,4.469,4.8881,5.444,0.36976,1.3766,2.0673,3.005,3.8102,4.24,4.5161,4.7298,4.8439,4.6952,4.4884,4.4801,4.5578,4.6613,4.7813,4.9274,5.1333,1.6186,2.1761,2.2457,2.1529,1.9772,1.7866,1.5637,1.1209,6.0177,5.1756,4.794,4.4013,3.9168,3.4652,3.1744,3.0404,3.0531,3.1874,2.9433,2.3086,2.074,1.9574,1.8375,1.5184,5.7717,5.3734,5.3599
6.0579,0.40315,1.0772,1.7146,2.3433,2.9912,3.6014,4.1358,4.639,5.1788,5.7631,6.281,0.31188,5.9982,4.8106,4.924,5.1761,5.4226,5.2749,4.39,4.2983,4.4266,4.5789,4.722,4.8369,4.8707,4.5863,3.5214,2.9909,2.6661,2.1609,1.6328,1.2488,0.80354,6.2774,5.5491,5.2047,4.9858,4.7382,4.3069,3.6737,3.3666,3.7722,4.6231,4.9092,4.9453,4.7061,2.8361,2.4872,2.5516,2.8154,3.5797,4.8397,5.512
0.012059,0.44979,0.95808,1.6687,2.4346,3.0322,3.5312,4.0367,4.5754,5.0819,5.491,5.8012,6.0372,6.229,0.13524,0.35939,0.64519,1.0541,1.802,3.0231,3.8441,4.3588,4.7528,5.0566,5.2638,5.3058,3.9769,2.9874,2.8868,2.6815,0.20946,6.0385,5.6762,5.2358,4.904,4.7655,4.8167,5.1551,5.8476,0.0053331,0.036032,5.9585,5.3958,5.163,5.1719,5.2697,5.3672,5.2201,3.1079,3.0501,3.2079,3.4921,4.1806,5.6134
0.22451,0.52875,1.0179,1.947,2.6724,3.0722,3.4554,4.0137,4.6267,4.9968,5.2174,5.4599,5.8423,0.040076,0.45123,0.77696,1.1051,1.5386,2.124,2.6865,3.0946,3.743,0.19497,0.45287,0.73501,1.1604,1.6424,1.8512,1.5812,0.36369,5.7068,5.1926,4.7763,4.4081,4.0422,3.6033,2.9879,2.1825,1.4148,0.78326,0.21975,5.9189,5.2456,4.6619,4.655,6.2311,0.10851,0.013913,5.7625,3.8593,3.6507,3.6904,4.0143,5.8928
1.3176,2.6849,3.5274,3.7614,3.8962,4.1788,0.65508,0.7325,0.3996,4.7727,4.7153,4.9941,5.627,0.13577,0.63651,0.9797,1.3332,1.8128,2.3847,2.7649,2.6303,1.2995,1.0077,1.0698,1.2464,1.5032,1.736,1.7762,1.5014,0.69269,5.7236,5.0175,4.6086,4.2777,3.9276,3.4932,2.9639,2.4165,1.8856,1.2219,0.04973,5.1871,4.3586,3.4877,2.698,2.1153,1.6441,1.1481,0.38518,5.7491,5.3516,5.4226,6.1959,0.76992
2.4385,3.3075,3.7745,4.1835,4.7725,5.8228,0.34583,0.77584,1.1575,1.9587,3.6294,4.3006,5.1738,0.30276,0.87569,1.2245,1.6119,2.1792,2.8281,3.1901,2.4191,1.144,1.1707,1.3161,1.5342,1.8051,2.0285,2.084,1.9315,1.512,6.1046,5.0081,4.651,4.3783,4.0912,3.7366,3.2929,2.8209,2.428,2.2013,4.6665,4.5679,4.2437,3.6664,2.9169,2.4467,2.2112,2.0371,1.5321,6.2647,6.0999,0.0088274,0.3939,1.1063
2.3847,3.2537,3.7961,4.3035,4.9333,5.7503,0.21578,0.75628,1.2129,1.747,2.5461,3.3473,3.6395,1.8484,1.749,2.0232,2.5218,3.3497,4.1166,4.6791,5.5841,0.79686,1.3624,1.7076,2.0458,2.379,2.6111,2.6806,2.5951,2.3717,1.9327,0.05088,5.3389,4.9966,4.7409,4.4952,4.2051,3.8177,3.4178,3.3897,4.1207,4.5667,4.6021,4.374,3.5947,2.8607,2.6521,2.6204,2.6179,0.33549,0.0058592,0.20193,0.54339,1.1938
